Ticker,Name,Recommendation Score
GASS,"StealthGas, Inc.",1.52
GBCI,"Glacier Bancorp, Inc.",0.46
GBDC,"Golub Capital BDC, Inc.",6.36
GBLI,"Global Indemnity Group, LLC",0.73
GCBC,"Greene County Bancorp, Inc.",0.74
GENC,"Gencor Industries, Inc.",1.11
GGAL,Grupo Financiero Galicia S.A.,1.51
GIFI,"Gulf Island Fabrication, Inc.",1.33
GIII,"G-III Apparel Group, LTD.",1.70
GILD,"Gilead Sciences, Inc.",2.61
GILT,Gilat Satellite Networks Ltd.,0.49
GLAD,Gladstone Capital Corporation,1.47
GLBZ,Glen Burnie Bancorp,-2.05
GLDD,Great Lakes Dredge & Dock Corpo,2.36
GLNG,Golar LNG Limited,-2.92
GLRE,"Greenlight Reinsurance, Ltd.",0.95
GNTX,Gentex Corporation,2.76
GOOD,Gladstone Commercial Corporatio,0.43
GOOG,Alphabet Inc.,1.87
GRFS,"Grifols, S.A.",0.66
GRMN,Garmin Ltd.,3.35
GROW,"U.S. Global Investors, Inc.",-2.29
GRVY,"GRAVITY Co., Ltd.",1.54
GSBC,"Great Southern Bancorp, Inc.",0.87
GT,The Goodyear Tire & Rubber Comp,0.90
GTIM,Good Times Restaurants Inc.,0.69
GTLS,"Chart Industries, Inc.",0.79
HAFC,Hanmi Financial Corporation,0.79
HALO,"Halozyme Therapeutics, Inc.",2.49
HBAN,Huntington Bancshares Incorpora,1.05
HBANP,Huntington Bancshares Incorpora,0.54
HBCP,"Home Bancorp, Inc.",0.87
HBNC,"Horizon Bancorp, Inc.",0.75
HCKT,"The Hackett Group, Inc.",1.51
HCSG,"Healthcare Services Group, Inc.",-0.22
HDSN,"Hudson Technologies, Inc.",0.96
HEES,"H&E Equipment Services, Inc.",0.67
HFBL,"Home Federal Bancorp, Inc. of L",0.70
HFWA,Heritage Financial Corporation,0.91
HIFS,Hingham Institution for Savings,0.55
HIHO,Highway Holdings Limited,-1.50
HIMX,"Himax Technologies, Inc.",0.92
HLIT,Harmonic Inc.,1.44
HOLX,"Hologic, Inc.",1.11
HOMB,"Home BancShares, Inc.",0.91
HSIC,"Henry Schein, Inc.",1.68
HSII,Heidrick & Struggles Internatio,0.47
HSTM,"HealthStream, Inc.",0.43
HTBK,Heritage Commerce Corp,0.77
HTHT,H World Group Limited,1.07
HUBG,"Hub Group, Inc.",0.86
HURN,Huron Consulting Group Inc.,1.92
HWBK,"Hawthorn Bancshares, Inc.",0.78
HWKN,"Hawkins, Inc.",1.18
IBCP,Independent Bank Corporation,0.95
IBKR,"Interactive Brokers Group, Inc.",0.51
IBOC,International Bancshares Corpor,1.06
ICFI,"ICF International, Inc.",1.55
ICLR,ICON plc,1.05
IDCC,"InterDigital, Inc.",2.70
IDXX,"IDEXX Laboratories, Inc.",1.64
IESC,"IES Holdings, Inc.",1.71
III,"Information Services Group, Inc",0.74
IIIN,"Insteel Industries, Inc.",1.10
IMKTA,"Ingles Markets, Incorporated",0.87
IMMR,Immersion Corporation,1.61
IMOS,ChipMOS TECHNOLOGIES INC.,0.81
INBK,First Internet Bancorp,0.71
INCY,Incyte Corporation,-1.18
INDB,Independent Bank Corp.,-3.11
INOD,Innodata Inc.,1.37
INTU,Intuit Inc.,0.64
IOSP,Innospec Inc.,0.21
IPAR,"Interparfums, Inc.",1.59
IRDM,Iridium Communications Inc,1.07
IROQ,"IF Bancorp, Inc.",0.39
ISRG,"Intuitive Surgical, Inc.",0.81
ISRL,Israel Acquisitions Corp,-0.65
ISSC,Innovative Solutions and Suppor,1.17
ITIC,Investors Title Company,1.45
ITRI,"Itron, Inc.",1.37
ITRN,Ituran Location and Control Ltd,1.86
JAKK,"JAKKS Pacific, Inc.",1.83
JAZZ,Jazz Pharmaceuticals plc,1.37
JBHT,"J.B. Hunt Transport Services, I",1.07
JBSS,"John B. Sanfilippo & Son, Inc.",1.56
JJSF,J & J Snack Foods Corp.,0.89
JKHY,"Jack Henry & Associates, Inc.",1.33
JVA,"Coffee Holding Co., Inc.",1.71
KALU,Kaiser Aluminum Corporation,0.81
KEQU,Kewaunee Scientific Corporation,1.46
KFRC,"Kforce, Inc.",1.66
KGJI,Kingold Jewelry Inc.,1.61
KINS,"Kingstone Companies, Inc",1.42
KLAC,KLA Corporation,1.47
KLIC,"Kulicke and Soffa Industries, I",0.10
KMDA,Kamada Ltd.,0.85
KRNY,Kearny Financial,0.33
KTOS,Kratos Defense & Security Solut,-1.49
LAMR,Lamar Advertising Company,0.90
LANC,Lancaster Colony Corporation,1.44
LARK,Landmark Bancorp Inc.,0.70
LBAI,"Lakeland Bancorp, Inc.",0.92
LCNB,LCNB Corporation,0.81
LECO,"Lincoln Electric Holdings, Inc.",1.57
LFUS,"Littelfuse, Inc.",1.21
LFVN,Lifevantage Corporation,1.63
LGCY,Legacy Education Inc.,1.59
LINC,Lincoln Educational Services Co,0.03
LKFN,Lakeland Financial Corporation,0.88
LKQ,LKQ Corporation,1.81
LMAT,"LeMaitre Vascular, Inc.",0.85
LOAN,"Manhattan Bridge Capital, Inc",1.57
LOGI,Logitech International S.A. - R,1.72
LOPE,"Grand Canyon Education, Inc.",1.88
LPLA,LPL Financial Holdings Inc.,1.56
LQDT,"Liquidity Services, Inc.",0.88
LRCX,Lam Research Corporation,2.02
LSBK,"Lake Shore Bancorp, Inc.",0.87
LSCC,Lattice Semiconductor Corporati,-0.03
LSTR,"Landstar System, Inc.",1.20
LULU,lululemon athletica inc.,2.24
LWAY,"Lifeway Foods, Inc.",1.02
LYTS,LSI Industries Inc.,1.11
MAG,MAG Silver Corporation,-0.11
MANH,"Manhattan Associates, Inc.",1.95
MARPS,3273,2.94
MAT,"Mattel, Inc.",1.54
MBWM,Mercantile Bank Corporation,0.98
MCBI,Mountain Commerce Bancorp Inc.,0.51
MCBK,"Madison County Financial, Inc.",0.59
MCRI,"Monarch Casino & Resort, Inc.",1.52
MDLZ,"Mondelez International, Inc.",0.83
MDXG,"MiMedx Group, Inc",2.33
MELI,"MercadoLibre, Inc.",0.73
MEOH,Methanex Corporation,1.35
MGEE,MGE Energy Inc.,0.88
MGIC,Magic Software Enterprises Ltd.,1.13
MGPI,"MGP Ingredients, Inc.",0.45
MGRC,McGrath RentCorp,2.45
MGYR,"Magyar Bancorp, Inc.",0.77
MIDD,The Middleby Corporation,-2.03
MIND,"MIND Technology, Inc.",1.98
MITK,"Mitek Systems, Inc.",1.28
MKSI,MKS Inc.,1.52
MKTX,"MarketAxess Holdings, Inc.",1.40
MMSI,"Merit Medical Systems, Inc.",0.84
MMYT,MakeMyTrip Limited,-0.35
MNDO,MIND C.T.I. Ltd.,1.55
MNKD,MannKind Corporation,2.35
MNST,Monster Beverage Corporation,1.39
MORN,"Morningstar, Inc.",1.11
MPB,Mid Penn Bancorp,0.92
MPWR,"Monolithic Power Systems, Inc.",1.60
MRCC,Monroe Capital Corporation,1.19
MRTN,"Marten Transport, Ltd.",0.08
MSEX,Middlesex Water Company,1.05
MSFT,Microsoft Corporation,1.35
MU,"Micron Technology, Inc.",1.11
MYRG,"MYR Group, Inc.",-0.19
NATH,"Nathan's Famous, Inc.",2.81
NATL,NCR Atleos Corporation,1.27
NATR,"Nature's Sunshine Products, Inc",0.97
NBIX,"Neurocrine Biosciences, Inc.",1.06
NBN,Northeast Bank,0.98
NBTB,NBT Bancorp Inc.,0.82
NCLH,Norwegian Cruise Line Holdings ,1.19
NDAQ,"Nasdaq, Inc.",0.78
NDSN,Nordson Corporation,1.14
NECB,"NorthEast Community Bancorp, In",1.17
NEWT,"NewtekOne, Inc.",1.55
NFBK,"Northfield Bancorp, Inc.",0.72
NFLX,"Netflix, Inc.",1.17
NICE,NICE Ltd,1.22
NKSH,"National Bankshares, Inc.",0.47
NRIM,Northrim BanCorp Inc,0.96
NSIT,"Insight Enterprises, Inc.",-0.34
NSSC,"NAPCO Security Technologies, In",1.74
NTAP,"NetApp, Inc.",1.87
NTES,"NetEase, Inc.",1.53
NTGR,"NETGEAR, Inc.",-0.82
NTIC,Northern Technologies Internati,0.43
NTRS,Northern Trust Corporation,1.41
NTWK,NETSOL Technologies Inc.,-1.05
NVAX,"Novavax, Inc.",2.50
NVDA,NVIDIA Corporation,2.26
NVEC,NVE Corporation,1.75
NVMI,Nova Ltd.,1.15
NWBI,"Northwest Bancshares, Inc.",1.13
NWFL,Norwood Financial Corp.,-0.71
NWPX,"NWPX Infrastructure, Inc.",2.01
NWS,News Corporation,0.56
NWSA,News Corporation,0.63
NXPI,NXP Semiconductors N.V.,1.28
NXST,"Nexstar Media Group, Inc.",1.66
OCFC,OceanFirst Financial Corp.,0.75
ODFL,"Old Dominion Freight Line, Inc.",1.67
OFED,Oconee Federal Financial Corp.,0.33
OFLX,"Omega Flex, Inc.",1.67
OFS,OFS Capital Corporation,1.51
OLED,Universal Display Corporation,1.19
OMAB,Grupo Aeroportuario del Centro ,2.00
OMCL,"Omnicell, Inc.",-0.18
ONB,Old National Bancorp,0.76
OPHC,"OptimumBank Holdings, Inc.",1.13
OPOF,Old Point Financial Corporation,0.52
ORBT,Orbit International Corp.,-2.65
ORLY,"O'Reilly Automotive, Inc.",1.43
ORRF,"Orrstown Financial Services, In",0.62
OSBC,"Old Second Bancorp, Inc.",0.92
OSIS,"OSI Systems, Inc.",0.89
OTEX,Open Text Corporation,1.19
OTTR,Otter Tail Corporation,1.47
OVBC,Ohio Valley Banc Corp.,0.74
OXLC,Oxford Lane Capital Corp.,1.59
OXLCO,Oxford Lane Capital Corp. - Pre,1.26
OXLCP,Oxford Lane Capital Corp. - 6.2,1.23
PAAS,Pan American Silver Corp.,0.82
PATK,"Patrick Industries, Inc.",1.27
PAYX,"Paychex, Inc.",1.34
PBHC,"Pathfinder Bancorp, Inc.",0.57
PCAR,PACCAR Inc.,1.26
PCH,PotlatchDeltic Corporation - Co,0.08
PCYO,Pure Cycle Corporation,1.04
PDEX,"Pro-Dex, Inc.",1.72
PDFS,"PDF Solutions, Inc.",-2.52
PEBK,Peoples Bancorp of North Caroli,0.86
PEBO,Peoples Bancorp Inc.,0.90
PEGA,Pegasystems Inc.,1.14
PERF,Perfect Corp.,-0.04
PETS,"PetMed Express, Inc.",-1.48
PFBC,Preferred Bank,0.96
PFLT,PennantPark Floating Rate Capit,1.34
PGC,Peapack-Gladstone Financial Cor,0.58
PKBK,"Parke Bancorp, Inc.",0.95
PKOH,Park-Ohio Holdings Corp.,1.37
PLAB,"Photronics, Inc.",1.76
PLBC,Plumas Bancorp,1.00
PLPC,Preformed Line Products Company,1.21
PLUS,ePlus inc.,1.18
PLXS,Plexus Corp.,1.29
PNFP,"Pinnacle Financial Partners, In",1.18
PNNT,PennantPark Investment Corporat,1.35
PNRG,PrimeEnergy Resources Corporati,1.91
PODD,Insulet Corporation,2.40
POOL,Pool Corporation,1.38
POWI,"Power Integrations, Inc.",0.20
POWL,"Powell Industries, Inc.",1.80
PPBI,Pacific Premier Bancorp Inc,1.16
PPC,Pilgrim's Pride Corporation,1.87
PRAA,"PRA Group, Inc.",1.33
PRGS,Progress Software Corporation,2.13
PRIM,Primoris Services Corporation,1.40
PROV,"Provident Financial Holdings, I",0.60
PSMT,"PriceSmart, Inc.",1.27
PTCT,"PTC Therapeutics, Inc.",2.47
PWOD,"Penns Woods Bancorp, Inc.",0.81
PZZA,"Papa John's International, Inc.",1.71
QCOM,QUALCOMM Incorporated,1.80
QCRH,"QCR Holdings, Inc.",0.92
QGEN,Qiagen N.V.,0.00
QLYS,"Qualys, Inc.",2.04
RAND,Rand Capital Corporation,1.36
RBCAA,"Republic Bancorp, Inc.",0.94
RCKY,"Rocky Brands, Inc.",1.25
RCMT,"RCM Technologies, Inc.",1.76
RDCM,Radcom Ltd.,0.66
RDWR,Radware Ltd.,-0.66
REGN,"Regeneron Pharmaceuticals, Inc.",1.41
RGCO,RGC Resources Inc.,1.07
RGLD,"Royal Gold, Inc.",1.86
RICK,"RCI Hospitality Holdings, Inc.",0.70
RIGL,"Rigel Pharmaceuticals, Inc.",3.47
RMBS,"Rambus, Inc.",2.94
RNST,Renasant Corporation,1.11
ROCK,"Gibraltar Industries, Inc.",2.03
ROST,"Ross Stores, Inc.",1.61
RPRX,Royalty Pharma plc,1.40
RUSHA,"Rush Enterprises, Inc.",1.35
RUSHB,"Rush Enterprises, Inc.",1.31
RVSB,Riverview Bancorp Inc,-0.12
RYAAY,Ryanair Holdings plc,1.45
SAFT,"Safety Insurance Group, Inc.",0.96
SAIA,"Saia, Inc.",2.88
SAMG,Silvercrest Asset Management Gr,1.27
SANM,Sanmina Corporation,0.96
SBAC,SBA Communications Corporation,1.94
SBCF,Seacoast Banking Corporation of,0.57
SBFG,"SB Financial Group, Inc.",0.81
SBGI,"Sinclair, Inc.",1.50
SBLK,Star Bulk Carriers Corp.,1.31
SBNY,"Signature Bank (New York, NY)",1.20
SBRA,"Sabra Health Care REIT, Inc.",0.75
SBSI,"Southside Bancshares, Inc.",0.83
SBUX,Starbucks Corporation,1.16
SCSC,"ScanSource, Inc.",1.03
SCVL,"Shoe Carnival, Inc.",1.32
SEIC,SEI Investments Company,1.80
SENEA,Seneca Foods Corp.,1.04
SENEB,Seneca Foods Corp.,1.04
SFBC,"Sound Financial Bancorp, Inc.",0.41
SFM,"Sprouts Farmers Market, Inc.",1.50
SFNC,Simmons First National Corporat,0.59
SFST,"Southern First Bancshares, Inc.",0.68
SGC,"Superior Group of Companies, In",0.68
SGI,Somnigroup International Inc.,0.90
SHBI,"Shore Bancshares, Inc.",0.79
SHIP,Seanergy Maritime Holdings Corp,1.51
SHOO,"Steven Madden, Ltd.",2.09
SIEB,Siebert Financial Corp.,1.14
SIGA,SIGA Technologies Inc.,1.99
SIGI,"Selective Insurance Group, Inc.",1.24
SIMO,Silicon Motion Technology Corpo,0.99
SKYW,"SkyWest, Inc.",2.21
SLGN,Silgan Holdings Inc.,1.33
SLM,SLM Corporation,2.81
SLMBP,SLM Corporation - Floating Rate,0.47
SLRC,SLR Investment Corp.,1.25
SMBC,"Southern Missouri Bancorp, Inc.",0.82
SMCI,"Super Micro Computer, Inc.",1.18
SMPL,The Simply Good Foods Company,1.19
SNFCA,Security National Financial Cor,0.92
SNPS,"Synopsys, Inc.",0.36
SOHU,Sohu.com Limited,-0.42
SPNS,Sapiens International Corporati,1.29
SPSC,"SPS Commerce, Inc.",-1.53
SRCE,1st Source Corporation,0.91
SRCL,"Stericycle, Inc.",-0.63
SSNC,"SS&C Technologies Holdings, Inc",0.94
STBA,"S&T Bancorp, Inc.",0.86
STEL,"Stellar Bancorp, Inc.",0.72
STLD,"Steel Dynamics, Inc.",1.23
STRA,"Strategic Education, Inc.",1.45
STRL,"Sterling Infrastructure, Inc.",1.42
STRT,STRATTEC SECURITY CORPORATION,1.19
STX,Seagate Technology Holdings PLC,1.39
SUPN,"Supernus Pharmaceuticals, Inc.",0.77
SWKS,"Skyworks Solutions, Inc.",0.91
SYBT,"Stock Yards Bancorp, Inc.",0.71
SYNA,Synaptics Incorporated,0.19
TAIT,Taitron Components Incorporated,-1.28
TATT,TAT Technologies Ltd.,1.00
TAYD,"Taylor Devices, Inc.",1.43
TBBK,"The Bancorp, Inc.",1.17
TCBI,"Texas Capital Bancshares, Inc.",0.22
TCBK,TriCo Bancshares,0.79
TECH,Bio-Techne Corp,0.51
TFSL,TFS Financial Corporation,-0.30
TGTX,"TG Therapeutics, Inc.",0.13
THFF,First Financial Corporation,0.96
THRM,Gentherm Inc,0.88
TIGR,UP Fintech Holding Limited,0.57
TILE,"Interface, Inc.",1.99
TIPT,Tiptree Inc.,0.83
TLF,"Tandy Leather Factory, Inc.",0.94
TOPS,"TOP Ships, Inc.",1.37
TOWN,Towne Bank,0.74
TRAK,"ReposiTrak, Inc.",0.66
TRIP,"TripAdvisor, Inc.",-2.80
TRMB,Trimble Inc.,3.98
TRMK,Trustmark Corporation,0.84
TRNS,"Transcat, Inc.",0.46
TROW,"T. Rowe Price Group, Inc.",1.81
TRS,TriMas Corporation,1.10
TRST,TrustCo Bank Corp NY,0.75
TSBK,"Timberland Bancorp, Inc.",0.94
TSCO,Tractor Supply Company,1.30
TSEM,Tower Semiconductor Ltd.,0.84
TSLA,"Tesla, Inc.",-0.70
TTEK,"Tetra Tech, Inc.",0.80
TTMI,"TTM Technologies, Inc.",0.68
TWIN,"Twin Disc, Incorporated",0.60
TXN,Texas Instruments Incorporated,1.44
TXRH,"Texas Roadhouse, Inc.",1.52
TZOO,Travelzoo,2.01
UBCP,"United Bancorp, Inc.",0.77
UBOH,"United Bancshares, Inc.",0.82
UBSI,"United Bankshares, Inc.",0.80
UCTT,"Ultra Clean Holdings, Inc.",1.26
UFCS,"United Fire Group, Inc",1.19
UFPI,"UFP Industries, Inc.",1.54
UFPT,"UFP Technologies, Inc.",1.68
UG,"United-Guardian, Inc.",1.95
UHAL,U-Haul Holding Company,0.46
ULBI,Ultralife Corporation,0.69
ULTA,"Ulta Beauty, Inc.",2.74
UMBF,UMB Financial Corporation,0.85
UNB,"Union Bankshares, Inc.",0.65
UNTY,"Unity Bancorp, Inc.",1.00
URBN,"Urban Outfitters, Inc.",1.44
USLM,"United States Lime & Minerals, ",1.75
UTHR,United Therapeutics Corporation,2.81
UTMD,"Utah Medical Products, Inc.",1.39
UVSP,Univest Financial Corporation,0.81
VALU,"Value Line, Inc.",0.93
VECO,Veeco Instruments Inc.,1.31
VICR,Vicor Corporation,0.43
VIRC,Virco Manufacturing Corporation,1.80
VLGEA,"Village Super Market, Inc.",1.33
VRNT,Verint Systems Inc.,1.42
VRSK,"Verisk Analytics, Inc.",1.73
VRSN,"VeriSign, Inc.",2.34
VRTS,"Virtus Investment Partners, Inc",1.10
VSEC,VSE Corporation,0.82
WABC,Westamerica Bancorporation,1.01
WAFD,"WaFd, Inc.",0.77
WDC,Western Digital Corporation,1.59
WDFC,WD-40 Company,1.47
WEN,Wendy's Company (The),1.30
WERN,"Werner Enterprises, Inc.",-0.49
WEYS,"Weyco Group, Inc.",1.54
WHF,"WhiteHorse Finance, Inc.",1.07
WILC,"G. Willi-Food International,  L",1.44
WINA,Winmark Corporation,3.26
WLDN,"Willdan Group, Inc.",0.85
WLFC,Willis Lease Finance Corporatio,1.61
WRLD,World Acceptance Corporation,1.63
WSBC,"WesBanco, Inc.",0.48
WSBF,"Waterstone Financial, Inc.",0.77
WSFS,WSFS Financial Corporation,1.07
WTBA,West Bancorporation,0.73
WTFC,Wintrust Financial Corporation,0.93
WVFC,WVS Financial Corp.,0.67
WWD,"Woodward, Inc.",1.54
WYNN,"Wynn Resorts, Limited",0.96
YORW,The York Water Company,0.81
ZBRA,Zebra Technologies Corporation,1.01
ZEUS,"Olympic Steel, Inc.",0.74
ZION,Zions Bancorporation N.A.,0.95
CLOUD.OL,CLOUDBERRY CLEAN ENERGY ASA,-0.30
NVO,Novo Nordisk A/S,2.15
